,experimentScenarioNo,parameters,nmrOfStockOuts,lostSales,serviceLevel,totalInventoryCosts
2,2,continuous/2/40/100,44.66,388.28,95.534,21523.066000000003
44,44,periodic/2/52.5/100,1.68,10.58,99.832,37664.638
